"wine","vintage","region","varietal","rating","price"
"Domaine du Vieux Lazaret Chateauneuf-du-Pape (375ML half-bottle) ",3,"France","Other Red",89,17.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape ",3,"France","Other Red",89,32.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Vieille Julienne Chateauneuf-du-Pape ",1,"France","Other Red",95,59.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape (375ML half-bottle) ",3,"France","Other Red",89,17.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape ",3,"France","Other Red",89,32.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape (375ML half-bottle) ",3,"France","Other Red",89,17.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape ",3,"France","Other Red",89,32.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape ",3,"France","Other Red",89,32.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape ",3,"France","Other Red",89,32.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Gerard Bertrand Grand Terroir Pic Saint Loup ",3,"France","Other Red",90,17.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Gerard Bertrand Grand Terroir Pic Saint Loup ",3,"France","Other Red",90,17.99
"Gerard Bertrand Fitou ",3,"France","Other Red",91,17.99
"Chateau de Segries Cotes du Rhone ",4,"France","Other Red",90,14.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Gerard Bertrand Grand Terroir Pic Saint Loup ",3,"France","Other Red",90,17.99
"Gerard Bertrand Fitou ",3,"France","Other Red",91,17.99
"Chateau de Segries Cotes du Rhone ",4,"France","Other Red",90,14.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Gerard Bertrand Grand Terroir Pic Saint Loup ",3,"France","Other Red",90,17.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Gerard Bertrand Grand Terroir Pic Saint Loup ",3,"France","Other Red",90,17.99
"Gerard Bertrand Fitou ",3,"France","Other Red",91,17.99
"Chateau de Segries Cotes du Rhone ",4,"France","Other Red",90,14.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Gerard Bertrand Grand Terroir Pic Saint Loup ",3,"France","Other Red",90,17.99
"Gerard Bertrand Fitou ",3,"France","Other Red",91,17.99
"Chateau de Segries Cotes du Rhone ",4,"France","Other Red",90,14.99
"Chateau de Beaucastel Chateauneuf-du-Pape ",0,"France","Other Red",93,69.99
"Vieille Julienne Chateauneuf-du-Pape Les Trois Sources ",2,"France","Other Red",96,64.99
"Gerard Bertrand Grand Terroir Pic Saint Loup ",3,"France","Other Red",90,17.99
"La Serena Brunello di Montalcino ",2,"Italy","Other Red",97,51.99
"Fonterutoli Chianti Classico ",3,"Italy","Other Red",92,29.99
"Caparzo Brunello di Montalcino ",2,"Italy","Other Red",95,36.99
"Antinori Tignanello ",3,"Italy","Other Red",95,99
"Borgo Scopeto Chianti Classico ",4,"Italy","Other Red",90,16.99
"Bibi Graetz Testamatta ",3,"Italy","Other Red",98,99.99
"Gianni Brunelli Brunello di Montalcino ",2,"Italy","Other Red",95,59.99
"Fattorie Melini Chianti Classico Riserva La Selvanella ",2,"Italy","Other Red",95,28.99
"Felsina Chianti Classico Riserva Rancia ",2,"Italy","Other Red",95,48.99
"Castello di Meleto Chianti Classico ",3,"Italy","Other Red",91,18.99
"Caparzo Brunello di Montalcino ",1,"Italy","Other Red",91,39.99
"Lamole di Lamole Chianti Classico ",2,"Italy","Other Red",90,15.99
"Borgo Scopeto Borgonero ",3,"Italy","Other Red",92,19.99
"Fattoria del Cerro Chianti Colli Senesi ",5,"Italy","Other Red",90,13.99
"Felsina Chianti Classico Riserva Rancia (half-bottle) ",2,"Italy","Other Red",95,23.99
"Castello di Bossi Chianti Classico Riserva Berardo ",1,"Italy","Other Red",94,35.99
"Felsina Chianti Classico Riserva Rancia ",2,"Italy","Other Red",95,48.99
"Castello di Meleto Chianti Classico ",3,"Italy","Other Red",91,18.99
"Caparzo Brunello di Montalcino ",1,"Italy","Other Red",91,39.99
"Lamole di Lamole Chianti Classico ",2,"Italy","Other Red",90,15.99
"Borgo Scopeto Borgonero ",3,"Italy","Other Red",92,19.99
"Fattoria del Cerro Chianti Colli Senesi ",5,"Italy","Other Red",90,13.99
"Felsina Chianti Classico Riserva Rancia (half-bottle) ",2,"Italy","Other Red",95,23.99
"Castello di Bossi Chianti Classico Riserva Berardo ",1,"Italy","Other Red",94,35.99
"Felsina Berardenga Chianti Classico ",3,"Italy","Other Red",92,22.99
"Castiglion del Bosco Rosso di Montalcino ",3,"Italy","Other Red",91,19.99
"Tenute Silvio Nardi Brunello di Montalcino ",1,"Italy","Other Red",92,49.99
"Felsina Chianti Classico Riserva Rancia ",2,"Italy","Other Red",95,48.99
"Castello di Meleto Chianti Classico ",3,"Italy","Other Red",91,18.99
"Caparzo Brunello di Montalcino ",1,"Italy","Other Red",91,39.99
"Lamole di Lamole Chianti Classico ",2,"Italy","Other Red",90,15.99
"Borgo Scopeto Borgonero ",3,"Italy","Other Red",92,19.99
"Fattoria del Cerro Chianti Colli Senesi ",5,"Italy","Other Red",90,13.99
"Felsina Chianti Classico Riserva Rancia (half-bottle) ",2,"Italy","Other Red",95,23.99
"Castello di Bossi Chianti Classico Riserva Berardo ",1,"Italy","Other Red",94,35.99
"Felsina Chianti Classico Riserva Rancia ",2,"Italy","Other Red",95,48.99
"Castello di Meleto Chianti Classico ",3,"Italy","Other Red",91,18.99
"Caparzo Brunello di Montalcino ",1,"Italy","Other Red",91,39.99
"Lamole di Lamole Chianti Classico ",2,"Italy","Other Red",90,15.99
"Borgo Scopeto Borgonero ",3,"Italy","Other Red",92,19.99
"Fattoria del Cerro Chianti Colli Senesi ",5,"Italy","Other Red",90,13.99
"Felsina Chianti Classico Riserva Rancia (half-bottle) ",2,"Italy","Other Red",95,23.99
"Castello di Bossi Chianti Classico Riserva Berardo ",1,"Italy","Other Red",94,35.99
"Felsina Berardenga Chianti Classico ",3,"Italy","Other Red",92,22.99
"Castiglion del Bosco Rosso di Montalcino ",3,"Italy","Other Red",91,19.99
"Tenute Silvio Nardi Brunello di Montalcino ",1,"Italy","Other Red",92,49.99
"Frescobaldi Nipozzano Chianti Rufina Riserva ",3,"Italy","Other Red",91,19.99
"Castello di Querceto Chianti Classico Riserva ",1,"Italy","Other Red",93,24.99
"Felsina Chianti Classico Riserva Rancia ",2,"Italy","Other Red",95,48.99
"Castello di Meleto Chianti Classico ",3,"Italy","Other Red",91,18.99
"Caparzo Brunello di Montalcino ",1,"Italy","Other Red",91,39.99
"Lamole di Lamole Chianti Classico ",2,"Italy","Other Red",90,15.99
"Borgo Scopeto Borgonero ",3,"Italy","Other Red",92,19.99
"Fattoria del Cerro Chianti Colli Senesi ",5,"Italy","Other Red",90,13.99
"Felsina Chianti Classico Riserva Rancia (half-bottle) ",2,"Italy","Other Red",95,23.99
"Castello di Bossi Chianti Classico Riserva Berardo ",1,"Italy","Other Red",94,35.99
"Felsina Chianti Classico Riserva Rancia ",2,"Italy","Other Red",95,48.99
"Castello di Meleto Chianti Classico ",3,"Italy","Other Red",91,18.99
"Caparzo Brunello di Montalcino ",1,"Italy","Other Red",91,39.99
"Lamole di Lamole Chianti Classico ",2,"Italy","Other Red",90,15.99
"Borgo Scopeto Borgonero ",3,"Italy","Other Red",92,19.99
"Fattoria del Cerro Chianti Colli Senesi ",5,"Italy","Other Red",90,13.99
"Felsina Chianti Classico Riserva Rancia (half-bottle) ",2,"Italy","Other Red",95,23.99
"Castello di Bossi Chianti Classico Riserva Berardo ",1,"Italy","Other Red",94,35.99
"Felsina Berardenga Chianti Classico ",3,"Italy","Other Red",92,22.99
"Castiglion del Bosco Rosso di Montalcino ",3,"Italy","Other Red",91,19.99
"Tenute Silvio Nardi Brunello di Montalcino ",1,"Italy","Other Red",92,49.99
"Fattoria del Cerro Vino Nobile di Montepulciano ",3,"Italy","Other Red",89,18.99
"Col d'Orcia Rosso di Montalcino ",3,"Italy","Other Red",90,23.99
"Felsina Fontalloro (375ML half-bottle) ",2,"Italy","Other Red",95,28.99
"Castello di Volpaia Chianti Classico ",3,"Italy","Other Red",89,18.99
"Santa Margherita Chianti Classico Riserva ",2,"Italy","Other Red",88,21.99
"Fattoria dei Barbi Brunello di Montalcino ",0,"Italy","Other Red",91,49.99
"Felsina Berardenga Chianti Classico (375ML half-bottle) ",2,"Italy","Other Red",91,15.99
"Fattoria del Cerro Vino Nobile di Montepulciano ",3,"Italy","Other Red",89,18.99
"Col d'Orcia Rosso di Montalcino ",3,"Italy","Other Red",90,23.99
"Felsina Fontalloro (375ML half-bottle) ",2,"Italy","Other Red",95,28.99
"Castello di Volpaia Chianti Classico ",3,"Italy","Other Red",89,18.99
"Fattoria del Cerro Vino Nobile di Montepulciano ",3,"Italy","Other Red",89,18.99
"Col d'Orcia Rosso di Montalcino ",3,"Italy","Other Red",90,23.99
"Felsina Fontalloro (375ML half-bottle) ",2,"Italy","Other Red",95,28.99
"Castello di Volpaia Chianti Classico ",3,"Italy","Other Red",89,18.99
"Santa Margherita Chianti Classico Riserva ",2,"Italy","Other Red",88,21.99
"Fattoria dei Barbi Brunello di Montalcino ",0,"Italy","Other Red",91,49.99
"Felsina Berardenga Chianti Classico (375ML half-bottle) ",2,"Italy","Other Red",91,15.99
"Badia a Coltibuono Cetamura Chianti ",5,"Italy","Other Red",88,10.99
"Castello di Volpaia Chianti Classico ",3,"Italy","Other Red",89,18.99
"Santa Margherita Chianti Classico Riserva ",2,"Italy","Other Red",88,21.99
"Fattoria dei Barbi Brunello di Montalcino ",0,"Italy","Other Red",91,49.99
"Felsina Berardenga Chianti Classico (375ML half-bottle) ",2,"Italy","Other Red",91,15.99
"Badia a Coltibuono Cetamura Chianti ",5,"Italy","Other Red",88,10.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Castello di Volpaia Chianti Classico ",3,"Italy","Other Red",89,18.99
"Santa Margherita Chianti Classico Riserva ",2,"Italy","Other Red",88,21.99
"Fattoria dei Barbi Brunello di Montalcino ",0,"Italy","Other Red",91,49.99
"Felsina Berardenga Chianti Classico (375ML half-bottle) ",2,"Italy","Other Red",91,15.99
"Badia a Coltibuono Cetamura Chianti ",5,"Italy","Other Red",88,10.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Santa Margherita Chianti Classico Riserva ",2,"Italy","Other Red",88,21.99
"Fattoria dei Barbi Brunello di Montalcino ",0,"Italy","Other Red",91,49.99
"Felsina Berardenga Chianti Classico (375ML half-bottle) ",2,"Italy","Other Red",91,15.99
"Badia a Coltibuono Cetamura Chianti ",5,"Italy","Other Red",88,10.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Santa Margherita Chianti Classico Riserva ",2,"Italy","Other Red",88,21.99
"Fattoria dei Barbi Brunello di Montalcino ",0,"Italy","Other Red",91,49.99
"Felsina Berardenga Chianti Classico (375ML half-bottle) ",2,"Italy","Other Red",91,15.99
"Badia a Coltibuono Cetamura Chianti ",5,"Italy","Other Red",88,10.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Badia a Coltibuono Cetamura Chianti ",5,"Italy","Other Red",88,10.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Badia a Coltibuono Cetamura Chianti ",5,"Italy","Other Red",88,10.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Valdicava Brunello di Montalcino (1.5 Liter Magnum) ",2,"Italy","Other Red",99,239
"Querciabella Chianti Classico ",2,"Italy","Other Red",93,28.99
"Castellare Chianti Classico ",4,"Italy","Other Red",90,23.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Valdicava Brunello di Montalcino (1.5 Liter Magnum) ",2,"Italy","Other Red",99,239
"Querciabella Chianti Classico ",2,"Italy","Other Red",93,28.99
"Castellare Chianti Classico ",4,"Italy","Other Red",90,23.99
"Casanova di Neri Brunello di Montalcino Tenuta Nuova ",1,"Italy","Other Red",93,77.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Valdicava Brunello di Montalcino (1.5 Liter Magnum) ",2,"Italy","Other Red",99,239
"Querciabella Chianti Classico ",2,"Italy","Other Red",93,28.99
"Castellare Chianti Classico ",4,"Italy","Other Red",90,23.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Valdicava Brunello di Montalcino (1.5 Liter Magnum) ",2,"Italy","Other Red",99,239
"Querciabella Chianti Classico ",2,"Italy","Other Red",93,28.99
"Castellare Chianti Classico ",4,"Italy","Other Red",90,23.99
"Avignonesi Vino Nobile di Montepulciano ",3,"Italy","Other Red",91,29.99
"Valdicava Brunello di Montalcino (1.5 Liter Magnum) ",2,"Italy","Other Red",99,239
"Querciabella Chianti Classico ",2,"Italy","Other Red",93,28.99
"Castellare Chianti Classico ",4,"Italy","Other Red",90,23.99
"Tenuta di Nozzole Chianti Classico Riserva ",3,"Italy","Other Red",92,24.99
"Valdicava Brunello di Montalcino (1.5 Liter Magnum) ",2,"Italy","Other Red",99,239
"Querciabella Chianti Classico ",2,"Italy","Other Red",93,28.99
"Castellare Chianti Classico ",4,"Italy","Other Red",90,23.99
"Tenuta di Nozzole Chianti Classico Riserva ",3,"Italy","Other Red",92,24.99
"Valdicava Brunello di Montalcino (1.5 Liter Magnum) ",2,"Italy","Other Red",99,239
"Querciabella Chianti Classico ",2,"Italy","Other Red",93,28.99
"Castellare Chianti Classico ",4,"Italy","Other Red",90,23.99
"Dominus Estate ",3,"California","Other Red",94,139.99
"Pahlmeyer Napa Valley Proprietary Red ",4,"California","Other Red",94,139.99
"Justin Isosceles ",3,"California","Other Red",92,64.99
"Robert Hall Meritage Red Blend ",4,"California","Other Red",92,24.99
"Francis Ford Coppola Diamond Collection Claret ",4,"California","Other Red",91,19.99
"Justin Isosceles ",3,"California","Other Red",92,64.99
"Robert Hall Meritage Red Blend ",4,"California","Other Red",92,24.99
"Francis Ford Coppola Diamond Collection Claret ",4,"California","Other Red",91,19.99
"Justin Isosceles ",3,"California","Other Red",92,64.99
"Robert Hall Meritage Red Blend ",4,"California","Other Red",92,24.99
"Francis Ford Coppola Diamond Collection Claret ",4,"California","Other Red",91,19.99
"Justin Isosceles ",3,"California","Other Red",92,64.99
"Robert Hall Meritage Red Blend ",4,"California","Other Red",92,24.99
"Francis Ford Coppola Diamond Collection Claret ",4,"California","Other Red",91,19.99
"Anderson's Conn Valley Vineyards Right Bank Proprietary Red Blend ",4,"California","Other Red",94,59.99
"Justin Isosceles ",3,"California","Other Red",92,64.99
"Robert Hall Meritage Red Blend ",4,"California","Other Red",92,24.99
"Francis Ford Coppola Diamond Collection Claret ",4,"California","Other Red",91,19.99
"Justin Isosceles ",3,"California","Other Red",92,64.99
"Robert Hall Meritage Red Blend ",4,"California","Other Red",92,24.99
"Francis Ford Coppola Diamond Collection Claret ",4,"California","Other Red",91,19.99
"Dominus Napanook Vineyard ",3,"California","Other Red",91,49.99
"Dominus Napanook Vineyard ",3,"California","Other Red",91,49.99
"Dominus Napanook Vineyard ",3,"California","Other Red",91,49.99
"Dominus Napanook Vineyard ",3,"California","Other Red",91,49.99
"Dominus Napanook Vineyard ",3,"California","Other Red",91,49.99
"Dominus Napanook Vineyard ",3,"California","Other Red",91,49.99
"Conn Creek Anthology ",4,"California","Other Red",90,49.99
"Conn Creek Anthology ",4,"California","Other Red",90,49.99
"Conn Creek Anthology ",4,"California","Other Red",90,49.99
"Conn Creek Anthology ",4,"California","Other Red",90,49.99
"Conn Creek Anthology ",4,"California","Other Red",90,49.99
"Conn Creek Anthology ",4,"California","Other Red",90,49.99
"Conn Creek Anthology ",4,"California","Other Red",90,49.99
"Bogle Essential Red ",4,"California","Other Red",91,10.99
"The Prisoner Wine Company Prisoner ",5,"California","Other Red",92,39.99
"Brassfield Eruption Red Blend ",4,"California","Other Red",92,18.99
"Hey Mambo Sultry Red ",4,"California","Other Red",90,9.99
"Hey Mambo Sultry Red ",4,"California","Other Red",90,9.99
"Hey Mambo Sultry Red ",4,"California","Other Red",90,9.99
"Hey Mambo Sultry Red ",4,"California","Other Red",90,9.99
"Michael David Winery Petite Petit ",4,"California","Other Red",91,18.99
"Hey Mambo Sultry Red ",4,"California","Other Red",90,9.99
"Hey Mambo Sultry Red ",4,"California","Other Red",90,9.99
"Hey Mambo Sultry Red ",4,"California","Other Red",90,9.99
"GIFFT by Kathie Lee Gifford Red Blend ",3,"California","Other Red",91,14.99
"GIFFT by Kathie Lee Gifford Red Blend ",3,"California","Other Red",91,14.99
"GIFFT by Kathie Lee Gifford Red Blend ",3,"California","Other Red",91,14.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Markham Cellar 1879 Napa Valley Red Blend ",4,"California","Other Red",90,23.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Markham Cellar 1879 Napa Valley Red Blend ",4,"California","Other Red",90,23.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Markham Cellar 1879 Napa Valley Red Blend ",4,"California","Other Red",90,23.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Markham Cellar 1879 Napa Valley Red Blend ",4,"California","Other Red",90,23.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Markham Cellar 1879 Napa Valley Red Blend ",4,"California","Other Red",90,23.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Markham Cellar 1879 Napa Valley Red Blend ",4,"California","Other Red",90,23.99
"Markham Cellar 1879 Napa Valley Red Blend ",4,"California","Other Red",90,23.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Gundlach Bundschu Mountain Cuvee ",4,"California","Other Red",88,18.99
"Heliotrope Winery Red Moscato ",4,"California","Other Red",91,8.99
"Taken Wine Company Napa Valley Red Blend ",4,"California","Other Red",93,28.99
"J. Lohr Wildflower Valdiguie ",5,"California","Other Red",90,9.99
"Heliotrope Winery Red Moscato ",4,"California","Other Red",91,8.99
"Taken Wine Company Napa Valley Red Blend ",4,"California","Other Red",93,28.99
"J. Lohr Wildflower Valdiguie ",5,"California","Other Red",90,9.99
"Heliotrope Winery Red Moscato ",4,"California","Other Red",91,8.99
"Taken Wine Company Napa Valley Red Blend ",4,"California","Other Red",93,28.99
"J. Lohr Wildflower Valdiguie ",5,"California","Other Red",90,9.99
"Heliotrope Winery Red Moscato ",4,"California","Other Red",91,8.99
"Taken Wine Company Napa Valley Red Blend ",4,"California","Other Red",93,28.99
"J. Lohr Wildflower Valdiguie ",5,"California","Other Red",90,9.99
"Heliotrope Winery Red Moscato ",4,"California","Other Red",91,8.99
"Taken Wine Company Napa Valley Red Blend ",4,"California","Other Red",93,28.99
"J. Lohr Wildflower Valdiguie ",5,"California","Other Red",90,9.99
"Heliotrope Winery Red Moscato ",4,"California","Other Red",91,8.99
"Taken Wine Company Napa Valley Red Blend ",4,"California","Other Red",93,28.99
"J. Lohr Wildflower Valdiguie ",5,"California","Other Red",90,9.99
"Heliotrope Winery Red Moscato ",4,"California","Other Red",91,8.99
"Taken Wine Company Napa Valley Red Blend ",4,"California","Other Red",93,28.99
"J. Lohr Wildflower Valdiguie ",5,"California","Other Red",90,9.99
"Limerick Lane Syrah / Grenache ",3,"California","Other Red",93,33.99
"Limerick Lane Syrah / Grenache ",3,"California","Other Red",93,33.99
"Limerick Lane Syrah / Grenache ",3,"California","Other Red",93,33.99
"Limerick Lane Syrah / Grenache ",3,"California","Other Red",93,33.99
"Limerick Lane Syrah / Grenache ",3,"California","Other Red",93,33.99
"Limerick Lane Syrah / Grenache ",3,"California","Other Red",93,33.99
"Limerick Lane Syrah / Grenache ",3,"California","Other Red",93,33.99
"Dona Paula Black Label Red Blend ",4,"South America","Other Red",94,14.99
"Tikal Jubilo ",4,"South America","Other Red",94,39.99
"Tikal Jubilo ",4,"South America","Other Red",94,39.99
"Achaval-Ferrer Quimera ",3,"South America","Other Red",92,34.99
"Bodega Norton Privada ",3,"South America","Other Red",93,23.99
"Tikal Jubilo ",4,"South America","Other Red",94,39.99
"Achaval-Ferrer Quimera ",3,"South America","Other Red",92,34.99
"Bodega Norton Privada ",3,"South America","Other Red",93,23.99
"Tikal Jubilo ",4,"South America","Other Red",94,39.99
"Achaval-Ferrer Quimera ",3,"South America","Other Red",92,34.99
"Bodega Norton Privada ",3,"South America","Other Red",93,23.99
"Achaval-Ferrer Quimera ",3,"South America","Other Red",92,34.99
"Bodega Norton Privada ",3,"South America","Other Red",93,23.99
"Tikal Jubilo ",4,"South America","Other Red",94,39.99
"Achaval-Ferrer Quimera ",3,"South America","Other Red",92,34.99
"Bodega Norton Privada ",3,"South America","Other Red",93,23.99
"Tikal Jubilo ",4,"South America","Other Red",94,39.99
"Achaval-Ferrer Quimera ",3,"South America","Other Red",92,34.99
"Bodega Norton Privada ",3,"South America","Other Red",93,23.99
"Tikal Jubilo ",4,"South America","Other Red",94,39.99
"Achaval-Ferrer Quimera ",3,"South America","Other Red",92,34.99
"Lapostolle Clos Apalta ",2,"South America","Other Red",97,89.99
"Lapostolle Clos Apalta ",2,"South America","Other Red",97,89.99
"Lapostolle Clos Apalta ",2,"South America","Other Red",97,89.99
"Santa Rita Triple C ",0,"South America","Other Red",93,36.99
"Santa Rita Triple C ",0,"South America","Other Red",93,36.99
"Santa Rita Triple C ",0,"South America","Other Red",93,36.99
"Apaltagua Envero Carmenere ",4,"South America","Other Red",93,15.99
"Apaltagua Envero Carmenere ",4,"South America","Other Red",93,15.99
"Apaltagua Envero Carmenere ",4,"South America","Other Red",93,15.99
"Apaltagua Envero Carmenere ",4,"South America","Other Red",93,15.99
"Apaltagua Envero Carmenere ",4,"South America","Other Red",93,15.99
"Apaltagua Envero Carmenere ",4,"South America","Other Red",93,15.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Vina Ventisquero Carmenere Grey Single Block Trinidad Vineyard ",3,"South America","Other Red",92,18.99
"Dona Paula Estate Malbec ",4,"South America","Other Red",93,14.99
"Bodega Norton Malbec Reserva ",3,"South America","Other Red",92,17.99
"SonVida Malbec ",4,"South America","Other Red",94,27.99
"TintoNegro Uco Valley-Mendoza Malbec ",4,"South America","Other Red",91,13.99
"Catena Malbec ",4,"South America","Other Red",91,19.99
"Susana Balbo Signature Malbec ",4,"South America","Other Red",93,19.99
"Salentein Reserve Malbec ",4,"South America","Other Red",92,18.99
"Catena Alta Malbec ",3,"South America","Other Red",94,54.99
"Michel Torino Don David Reserve Malbec ",4,"South America","Other Red",91,15.99
"Belasco de Baquedano Llama Malbec ",5,"South America","Other Red",88,11.99
"Michel Torino Don David Reserve Malbec ",4,"South America","Other Red",91,15.99
"Belasco de Baquedano Llama Malbec ",5,"South America","Other Red",88,11.99
"Luca Malbec ",4,"South America","Other Red",93,33.99
"Michel Torino Don David Reserve Malbec ",4,"South America","Other Red",91,15.99
"Belasco de Baquedano Llama Malbec ",5,"South America","Other Red",88,11.99
"Michel Torino Don David Reserve Malbec ",4,"South America","Other Red",91,15.99
"Belasco de Baquedano Llama Malbec ",5,"South America","Other Red",88,11.99
"Luca Malbec ",4,"South America","Other Red",93,33.99
"TintoNegro Limestone Block Malbec ",4,"South America","Other Red",92,18.99
"Michel Torino Don David Reserve Malbec ",4,"South America","Other Red",91,15.99
"Belasco de Baquedano Llama Malbec ",5,"South America","Other Red",88,11.99
"Michel Torino Don David Reserve Malbec ",4,"South America","Other Red",91,15.99
"Belasco de Baquedano Llama Malbec ",5,"South America","Other Red",88,11.99
"Luca Malbec ",4,"South America","Other Red",93,33.99
"Luigi Bosca Malbec ",3,"South America","Other Red",90,24.99
"Luigi Bosca Malbec ",3,"South America","Other Red",90,24.99
"Luigi Bosca Malbec ",3,"South America","Other Red",90,24.99
"Luigi Bosca Malbec ",3,"South America","Other Red",90,24.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
"Luigi Bosca Malbec ",3,"South America","Other Red",90,24.99
"Luigi Bosca Malbec ",3,"South America","Other Red",90,24.99
"Luigi Bosca Malbec ",3,"South America","Other Red",90,24.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
"Tikal Amorio Malbec ",3,"South America","Other Red",91,31.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
"Tikal Amorio Malbec ",3,"South America","Other Red",91,31.99
"La Posta Angel Paulucci Vineyard Malbec ",4,"South America","Other Red",89,17.99
"Altocedro Ano Cero Malbec ",4,"South America","Other Red",92,18.99
