student,school,minority,sex,ses,math
3372,4530,No,Female,-1.688,9.916
3373,4530,No,Female,-1.008,15.939
3374,4530,No,Female,-0.678,15.201
3375,4530,No,Female,-1.128,8.254
3376,4530,Yes,Female,-0.248,5.209
3377,4530,No,Female,-0.118,3.556
3378,4530,Yes,Female,-0.308,15.025
3379,4530,Yes,Female,-0.918,4.564
3380,4530,Yes,Female,-1.788,5.922
3381,4530,Yes,Female,-0.388,14.602
3382,4530,Yes,Female,-1.438,0.595
3383,4530,No,Female,-0.498,6.585
3384,4530,Yes,Female,-0.738,6.295
3385,4530,Yes,Female,-1.098,6.649
3386,4530,No,Female,0.152,20.479
3387,4530,No,Female,-0.928,14.939
3388,4530,No,Female,-0.698,9.801
3389,4530,Yes,Female,-1.498,11.841
3390,4530,No,Female,-1.258,3.968
3391,4530,No,Female,-0.098,12.961
3392,4530,Yes,Female,-1.848,8.898
3393,4530,Yes,Female,1.122,18.776
3394,4530,No,Female,-0.048,18.013
3395,4530,No,Female,-1.788,9.58
3396,4530,No,Female,-1.488,1.155
3397,4530,No,Female,0.062,16.785
3398,4530,Yes,Female,-0.008,9.497
3399,4530,No,Female,-0.808,4.219
3400,4530,Yes,Female,-0.178,3.131
3401,4530,Yes,Female,-0.128,7
3402,4530,No,Female,-0.958,15.256
3403,4530,No,Female,-0.428,9.659
3404,4530,Yes,Female,-0.798,11.162
3405,4530,Yes,Female,-0.788,-1.671
3406,4530,Yes,Female,-0.088,4.4
3407,4530,No,Female,0.042,6.276
3408,4530,No,Female,-0.868,10.821
3409,4530,No,Female,0.072,9.666
3410,4530,No,Female,-0.248,4.264
3411,4530,No,Female,-0.988,15.636
3412,4530,Yes,Female,0.452,12.453
3413,4530,No,Female,-0.898,14.873
3414,4530,No,Female,-0.188,22.943
3415,4530,Yes,Female,-0.308,14.424
3416,4530,Yes,Female,-1.168,6.911
3417,4530,No,Female,-1.128,17.45
3418,4530,No,Female,-1.148,2.237
3419,4530,Yes,Female,-0.708,16.717
3420,4530,No,Female,-0.618,5.564
3421,4530,No,Female,-0.938,7.252
3422,4530,No,Female,-0.278,5.147
3423,4530,No,Female,-1.338,-0.762
3424,4530,No,Female,0.222,10.257
3425,4530,No,Female,-0.488,3.97
3426,4530,No,Female,0.132,8.248
3427,4530,Yes,Female,0.302,1.747
3428,4530,Yes,Female,0.082,5.436
3429,4530,No,Female,0.212,7.304
3430,4530,Yes,Female,-0.658,10.133
3431,4530,Yes,Female,-0.728,8.472
3432,4530,Yes,Female,-1.358,9.81
3433,4642,No,Female,-0.468,22.518
3434,4642,No,Female,0.202,14.419
3435,4642,No,Female,0.132,23.69
3436,4642,No,Female,0.762,14.309
3437,4642,No,Female,-0.638,10.88
3438,4642,No,Male,-0.508,8.109
3439,4642,No,Male,0.662,13.698
3440,4642,No,Female,-0.188,16.36
3441,4642,No,Male,0.972,21.609
3442,4642,No,Male,0.822,15.937
3443,4642,No,Male,0.782,24.138
3444,4642,No,Male,0.872,22.613
3445,4642,No,Male,0.902,11.176
3446,4642,No,Male,0.772,15.103
3447,4642,No,Female,0.322,23.89
3448,4642,No,Female,-0.748,17.467
3449,4642,No,Female,0.422,20.293
3450,4642,No,Female,-0.078,12.052
3451,4642,No,Female,0.242,12.094
3452,4642,No,Female,0.682,8.107
3453,4642,No,Male,-0.148,11.605
3454,4642,No,Male,-0.288,6.734
3455,4642,No,Female,0.232,17.102
3456,4642,No,Female,0.102,7.701
3457,4642,No,Male,0.212,11.134
3458,4642,No,Female,-0.168,20.986
3459,4642,Yes,Male,-0.118,10.124
3460,4642,No,Female,-0.058,8.178
3461,4642,No,Female,-0.278,-0.365
3462,4642,No,Male,0.892,24.993
3463,4642,No,Female,1.222,16.606
3464,4642,No,Male,0.892,19.103
3465,4642,No,Male,0.422,9.03
3466,4642,No,Female,0.542,19.141
3467,4642,No,Male,-0.338,7.071
3468,4642,No,Male,0.482,24.421
3469,4642,No,Female,-0.338,9.223
3470,4642,Yes,Male,-0.678,6.88
3471,4642,No,Male,0.012,10.252
3472,4642,No,Female,0.442,11.86
3473,4642,No,Female,-0.618,3.085
3474,4642,No,Male,0.762,16.919
3475,4642,No,Female,1.312,18.829
3476,4642,No,Male,-1.198,8.644
3477,4642,No,Female,0.142,19.521
3478,4642,No,Male,1.152,15.12
3479,4642,No,Female,-0.498,23.238
3480,4642,No,Female,-1.168,5.507
3481,4642,No,Female,-0.048,14.832
3482,4642,No,Female,0.232,8.738
3483,4642,No,Female,-2.218,17.326
3484,4642,No,Female,-0.238,3.812
3485,4642,No,Female,-0.768,19.685
3486,4642,No,Female,0.342,20.136
3487,4642,No,Male,-0.478,9.209
3488,4642,No,Female,0.622,16.225
3489,4642,No,Female,0.502,18.846
3490,4642,No,Female,0.712,22.07
3491,4642,No,Male,0.382,15.776
3492,4642,No,Female,-0.478,14.918
3493,4642,No,Female,-0.368,17.864
3494,4868,No,Female,0.942,18.308
3495,4868,No,Female,0.622,6.968
3496,4868,No,Female,0.902,19.078
3497,4868,Yes,Male,-1.048,10.261
3498,4868,Yes,Male,-0.718,13.335
3499,4868,Yes,Male,0.952,8.91
3500,4868,Yes,Male,1.342,10.724
3501,4868,No,Male,0.242,12.68
3502,4868,No,Male,0.582,17.77
3503,4868,Yes,Female,0.852,16.411
3504,4868,Yes,Male,0.522,12.298
3505,4868,No,Male,0.462,13.816
3506,4868,No,Female,1.512,15.524
3507,4868,No,Male,1.112,15.352
3508,4868,Yes,Male,-0.928,16.163
3509,4868,No,Female,0.862,16.413
3510,4868,No,Female,0.342,8.425
3511,4868,Yes,Male,-1.058,8.874
3512,4868,No,Male,0.852,20.69
3513,4868,No,Male,0.772,18.53
3514,4868,Yes,Female,-0.248,7.358
3515,4868,No,Male,1.342,12.694
3516,4868,Yes,Male,-0.228,18.399
3517,4868,Yes,Male,0.562,13.879
3518,4868,No,Male,0.172,18.479
3519,4868,No,Male,0.802,4.102
3520,4868,Yes,Male,-0.058,9.101
3521,4868,Yes,Male,-0.338,10.405
3522,4868,No,Female,0.352,14.209
3523,4868,No,Male,1.322,-1.607
3524,4868,Yes,Male,-0.158,9.368
3525,4868,No,Female,-0.198,0.098
3526,4868,Yes,Female,-0.528,5.071
3527,4868,No,Male,0.362,16.46
3528,4931,No,Female,0.992,11.731
3529,4931,No,Female,0.902,19.996
3530,4931,No,Male,0.572,13.938
3531,4931,No,Female,-0.678,12.188
3532,4931,No,Female,0.142,7.914
3533,4931,Yes,Female,1.262,17.168
3534,4931,No,Male,0.952,23.528
3535,4931,No,Female,-0.038,23.878
3536,4931,No,Female,0.652,20.876
3537,4931,No,Male,0.632,5.982
3538,4931,No,Male,0.412,9.801
3539,4931,No,Male,-1.058,23.023
3540,4931,No,Female,1.512,8.075
3541,4931,No,Female,0.602,13.499
3542,4931,No,Female,0.162,9.112
3543,4931,No,Female,0.142,18.617
3544,4931,No,Female,0.442,11.966
3545,4931,No,Female,0.922,5.592
3546,4931,No,Male,-0.118,21.358
3547,4931,No,Male,1.142,9.792
3548,4931,No,Female,0.142,10.018
3549,4931,No,Female,-0.018,12.89
3550,4931,No,Male,-0.298,21.037
3551,4931,No,Male,0.392,16.75
3552,4931,No,Female,0.162,12.406
3553,4931,No,Female,0.282,22.432
3554,4931,Yes,Female,-0.148,14.492
3555,4931,No,Female,0.732,10.421
3556,4931,No,Female,0.792,15.168
3557,4931,No,Female,-0.278,4.447
3558,4931,No,Male,0.102,10.62
3559,4931,No,Female,-0.748,11.435
3560,4931,No,Female,0.922,18.775
3561,4931,No,Male,0.022,12.858
3562,4931,No,Male,-1.788,3.033
3563,4931,No,Male,0.762,21.534
3564,4931,No,Female,1.452,22.846
3565,4931,No,Female,1.362,12.577
3566,4931,No,Female,0.822,13.272
3567,4931,No,Male,0.162,12.773
3568,4931,No,Male,0.742,15.267
3569,4931,No,Female,-0.398,19.21
3570,4931,No,Male,0.052,15.758
3571,4931,No,Female,-0.678,8.39
3572,4931,No,Female,0.132,8.463
3573,4931,No,Female,1.212,11.085
3574,4931,No,Male,0.932,12.201
3575,4931,No,Male,1.192,17.529
3576,4931,No,Female,-0.618,9.183
3577,4931,No,Male,0.712,15.265
3578,4931,No,Female,0.972,9.276
3579,4931,No,Female,1.082,20.194
3580,4931,No,Female,0.622,7.125
3581,4931,No,Female,-0.018,7.555
3582,4931,No,Male,-0.208,17.332
3583,4931,Yes,Male,1.192,7.85
3584,4931,No,Female,0.512,16.616
3585,4931,No,Female,-0.658,13.75
3586,5192,No,Male,-0.018,2.35
3587,5192,No,Female,1.072,2.839
3588,5192,No,Male,-0.358,4.057
3589,5192,No,Male,-1.098,3.418
3590,5192,No,Female,0.392,17.088
3591,5192,No,Male,-0.598,15.389
3592,5192,Yes,Female,-0.828,10.63
3593,5192,No,Male,0.262,6.166
3594,5192,Yes,Male,1.192,5.043
3595,5192,No,Female,1.342,17.913
3596,5192,No,Female,-1.278,15.054
3597,5192,No,Female,-0.918,17.072
3598,5192,No,Female,-0.648,19.141
3599,5192,Yes,Male,-0.538,-0.576
3600,5192,Yes,Male,-0.368,4.88
3601,5192,No,Female,-1.218,5.137
3602,5192,Yes,Female,-0.888,4.311
3603,5192,No,Female,0.252,13.482
3604,5192,Yes,Male,-0.528,0.313
3605,5192,No,Male,-0.568,17.158
3606,5192,No,Male,0.032,15.37
3607,5192,No,Female,0.352,10.721
3608,5192,Yes,Female,1.262,22.451
3609,5192,No,Female,0.372,19.575
3610,5192,No,Male,0.752,21.91
3611,5192,No,Female,-0.468,10.97
3612,5192,No,Male,1.202,3.943
3613,5192,No,Female,0.052,5.661
3614,5404,No,Female,0.612,24.993
3615,5404,No,Female,1.182,5.868
3616,5404,No,Female,1.072,15.281
3617,5404,No,Female,1.152,13.555
3618,5404,No,Female,0.842,15.762
3619,5404,No,Female,0.862,20.144
3620,5404,No,Female,0.622,16.423
3621,5404,No,Female,0.442,4.072
3622,5404,No,Female,1.422,16.985
3623,5404,No,Female,1.452,7.204
3624,5404,No,Female,0.992,20.379
3625,5404,No,Female,0.652,24.095
3626,5404,No,Female,0.542,11.046
3627,5404,No,Female,0.932,21.524
3628,5404,No,Female,1.122,17.537
3629,5404,No,Female,-0.318,11.833
3630,5404,No,Female,0.242,19.467
3631,5404,No,Female,0.802,3.552
3632,5404,No,Female,0.732,19.425
3633,5404,No,Female,1.012,17.994
3634,5404,Yes,Female,0.592,19.859
3635,5404,No,Female,1.342,15.497
3636,5404,No,Female,0.932,24.138
3637,5404,No,Female,0.392,14.573
3638,5404,No,Female,-0.358,4.096
3639,5404,No,Female,0.532,8.47
3640,5404,Yes,Female,-0.898,20.776
3641,5404,No,Female,0.832,9.106
3642,5404,No,Female,1.172,10.713
3643,5404,No,Female,-0.468,10.817
3644,5404,No,Female,1.172,20.794
3645,5404,No,Female,1.072,7.128
3646,5404,No,Female,1.172,22.896
3647,5404,No,Female,0.422,16.895
3648,5404,No,Female,0.482,8.215
3649,5404,No,Female,0.982,4.837
3650,5404,No,Female,1.182,16.713
3651,5404,No,Female,-0.098,14.106
3652,5404,No,Female,1.242,13.711
3653,5404,No,Female,0.952,17.312
3654,5404,No,Female,1.262,12.411
3655,5404,No,Female,1.072,14.927
3656,5404,No,Female,0.902,18.802
3657,5404,No,Female,1.512,22.08
3658,5404,Yes,Female,0.762,9.395
3659,5404,No,Female,1.072,24.479
3660,5404,No,Female,0.702,9.987
3661,5404,No,Female,0.902,16.574
3662,5404,No,Female,0.452,23.81
3663,5404,No,Female,1.122,17.163
3664,5404,No,Female,1.302,21.819
3665,5404,No,Female,1.182,20.686
3666,5404,No,Female,1.512,19.015
3667,5404,No,Female,1.262,13.664
3668,5404,No,Female,0.932,23.137
3669,5404,No,Female,1.422,4.682
3670,5404,No,Female,0.632,18.232
3671,5619,No,Female,1.362,22.521
3672,5619,No,Male,0.502,24.133
3673,5619,No,Female,-0.858,6.756
3674,5619,No,Male,-0.098,16.338
3675,5619,No,Female,0.162,4.408
3676,5619,No,Male,0.542,6.388
3677,5619,No,Male,1.012,23.566
3678,5619,No,Male,0.772,18.315
3679,5619,No,Female,-0.728,16.721
3680,5619,No,Male,0.842,24.993
3681,5619,No,Male,0.782,19.032
3682,5619,No,Male,0.582,21.031
3683,5619,No,Male,1.422,18.6
3684,5619,No,Male,1.512,21.666
3685,5619,No,Female,-0.288,0.452
3686,5619,No,Male,-1.258,-0.368
3687,5619,No,Male,0.182,17.817
3688,5619,No,Female,0.842,11.827
3689,5619,No,Male,1.182,14.457
3690,5619,No,Male,-0.338,18.272
3691,5619,No,Female,0.362,12.905
3692,5619,No,Female,0.412,15.936
3693,5619,No,Male,1.122,23.746
3694,5619,No,Male,0.922,19.757
3695,5619,No,Male,1.292,18.915
3696,5619,No,Female,-0.118,23.124
3697,5619,No,Male,0.772,17.193
3698,5619,No,Female,-0.098,24.133
3699,5619,No,Male,0.562,16.703
3700,5619,No,Female,0.972,20.17
3701,5619,No,Male,0.912,15.977
3702,5619,No,Male,0.632,23.043
3703,5619,No,Male,1.062,22.051
3704,5619,No,Female,-0.478,10.506
3705,5619,No,Female,0.412,21.451
3706,5619,No,Male,-0.728,1.135
3707,5619,No,Male,0.522,18.737
3708,5619,No,Female,0.042,16.443
3709,5619,No,Male,0.202,7.751
3710,5619,No,Male,0.932,14.44
3711,5619,No,Female,0.472,1.701
3712,5619,No,Female,0.542,9.264
3713,5619,No,Male,0.102,18.749
3714,5619,No,Female,0.312,19.491
3715,5619,No,Female,0.112,17.474
3716,5619,No,Male,0.252,3.352
3717,5619,No,Female,0.792,18.116
3718,5619,No,Male,0.562,22.08
3719,5619,No,Female,0.612,3.254
3720,5619,No,Female,0.642,8.529
3721,5619,No,Female,0.062,24.247
3722,5619,No,Female,1.282,14.76
3723,5619,No,Male,0.562,24.479
3724,5619,No,Male,-1.048,2.866
3725,5619,No,Male,0.842,16.236
3726,5619,No,Female,0.932,22.517
3727,5619,No,Male,-0.188,11.755
3728,5619,No,Female,0.032,24.479
3729,5619,No,Female,0.372,9.939
3730,5619,No,Male,0.932,23.062
3731,5619,No,Male,0.752,9.572
3732,5619,No,Female,0.082,8.647
3733,5619,No,Male,0.392,17.795
3734,5619,No,Female,0.542,-0.988
3735,5619,No,Female,0.172,16.649
3736,5619,No,Female,-0.218,18.406
3737,5640,No,Male,0.512,11.876
3738,5640,No,Female,-1.068,14.283
3739,5640,No,Female,-0.458,3.714
3740,5640,No,Male,0.632,23.048
3741,5640,No,Female,-0.038,18.066
3742,5640,No,Female,-0.768,1.427
3743,5640,No,Female,-0.518,7.582
3744,5640,No,Male,0.262,24.107
3745,5640,No,Female,-0.798,23.424
3746,5640,No,Female,-0.078,7.261
3747,5640,No,Male,0.252,0.443
3748,5640,No,Female,-0.138,12.338
3749,5640,No,Male,-0.058,6.035
3750,5640,No,Female,0.532,10.579
3751,5640,No,Male,0.332,18.225
3752,5640,No,Female,-0.978,10.193
3753,5640,No,Female,0.832,19.16
3754,5640,No,Male,-0.548,9.223
3755,5640,No,Female,-0.648,20.145
3756,5640,No,Male,-1.198,7.131
3757,5640,No,Male,-1.168,3.927
3758,5640,No,Male,-0.648,16.722
3759,5640,No,Male,0.972,20.907
3760,5640,No,Female,0.072,22.406
3761,5640,No,Male,-0.468,24.545
3762,5640,No,Male,-0.658,21.579
3763,5640,No,Female,-0.118,16.509
3764,5640,No,Male,-0.368,11.534
3765,5640,No,Male,0.752,16.197
3766,5640,No,Male,-0.508,22.107
3767,5640,No,Male,0.012,23.768
3768,5640,No,Female,-0.818,4.037
3769,5640,No,Female,-0.808,9.231
3770,5640,No,Male,-0.748,8.276
3771,5640,No,Female,0.012,17.085
3772,5640,No,Male,-0.448,13
3773,5640,No,Female,0.592,22.373
3774,5640,No,Male,1.092,11.281
3775,5640,No,Male,-0.848,11.11
3776,5640,No,Female,-0.938,2.215
3777,5640,No,Male,-0.068,19.515
3778,5640,No,Male,-0.308,16.212
3779,5640,No,Male,-0.078,13.876
3780,5640,No,Female,0.202,0.614
3781,5640,No,Male,-0.348,11.116
3782,5640,No,Male,0.892,23.525
3783,5640,No,Male,-1.138,8.389
3784,5640,No,Male,0.252,9.056
3785,5640,No,Male,-0.268,14.699
3786,5640,No,Male,0.572,15.758
3787,5640,No,Male,0.182,0.718
3788,5640,No,Female,-0.078,15.058
3789,5640,No,Female,0.022,4.067
3790,5640,No,Female,0.132,11.902
3791,5640,No,Female,-0.588,5.915
3792,5640,No,Male,-0.358,9.314
3793,5640,No,Male,-0.108,23.323
3794,5650,Yes,Female,0.292,22.587
3795,5650,Yes,Male,-0.948,7.633
3796,5650,Yes,Female,-0.758,8.49
3797,5650,Yes,Female,0.482,4.682
3798,5650,No,Male,-0.238,14.866
3799,5650,Yes,Female,0.152,23.38
3800,5650,No,Female,1.262,22.067
3801,5650,Yes,Female,0.812,5.191
3802,5650,Yes,Female,1.072,4.527
3803,5650,Yes,Female,-0.618,3.422
3804,5650,Yes,Male,-0.048,8.034
3805,5650,Yes,Male,-0.838,6.552
3806,5650,Yes,Female,0.092,12.125
3807,5650,Yes,Male,-0.508,4.275
3808,5650,Yes,Female,0.052,15.026
3809,5650,Yes,Female,0.292,22.924
3810,5650,Yes,Female,1.252,13.331
3811,5650,No,Female,-0.748,16.641
3812,5650,Yes,Female,-0.768,20.907
3813,5650,Yes,Female,-0.088,12.525
3814,5650,Yes,Female,-0.578,10.527
3815,5650,Yes,Female,0.872,17.991
3816,5650,Yes,Male,-0.868,17.392
3817,5650,Yes,Female,-0.868,19.762
3818,5650,Yes,Female,-0.528,13.835
3819,5650,Yes,Female,-0.198,19.858
3820,5650,Yes,Female,-0.288,8.526
3821,5650,Yes,Male,-0.378,22.974
3822,5650,Yes,Female,0.152,16.722
3823,5650,Yes,Male,-0.358,19.312
3824,5650,Yes,Female,0.302,9.117
3825,5650,Yes,Female,-0.688,4.294
3826,5650,No,Female,1.262,8.507
3827,5650,No,Female,0.922,12.438
3828,5650,Yes,Female,1.512,13.508
3829,5650,Yes,Female,-1.538,8.368
3830,5650,Yes,Female,0.482,10.519
3831,5650,Yes,Female,-0.318,10.958
3832,5650,Yes,Female,1.302,18.266
3833,5650,Yes,Female,1.422,17.392
3834,5650,Yes,Male,-0.038,23.28
3835,5650,Yes,Male,-0.468,22.229
3836,5650,Yes,Male,-1.208,20.789
3837,5650,Yes,Male,0.682,23.28
3838,5650,Yes,Male,0.222,23.28
3839,5667,No,Female,-0.188,10.697
3840,5667,No,Male,0.062,14.909
3841,5667,No,Male,1.062,23.249
3842,5667,No,Male,0.272,15.319
3843,5667,Yes,Male,-1.328,0.258
3844,5667,No,Male,1.512,5.902
3845,5667,No,Male,1.002,23.785
3846,5667,No,Female,-0.498,10.478
3847,5667,No,Male,-0.368,16.752
3848,5667,No,Female,1.122,18.184
3849,5667,No,Female,-0.098,6.094
3850,5667,Yes,Male,1.092,16.269
3851,5667,No,Male,0.652,10.989
3852,5667,No,Male,0.632,21.097
3853,5667,No,Male,-0.778,23.033
3854,5667,No,Male,0.202,22.544
3855,5667,No,Male,0.862,12.413
3856,5667,Yes,Female,0.792,8.169
3857,5667,No,Female,0.702,10.373
3858,5667,No,Male,0.792,23.882
3859,5667,No,Male,0.332,15.745
3860,5667,No,Male,0.232,17.765
3861,5667,No,Female,1.072,15.826
3862,5667,No,Male,0.092,-2.832
3863,5667,No,Female,0.532,4.618
3864,5667,No,Male,0.652,22.889
3865,5667,No,Female,-0.888,6.967
3866,5667,No,Female,1.422,17.9
3867,5667,No,Male,0.832,9.743
3868,5667,No,Male,0.482,11.893
3869,5667,No,Male,-0.838,10.489
3870,5667,No,Female,0.762,13.437
3871,5667,No,Male,0.662,8.954
3872,5667,No,Female,0.852,18.773
3873,5667,No,Male,0.462,17.974
3874,5667,No,Male,0.582,18.454
3875,5667,No,Female,-0.158,21.319
3876,5667,No,Male,1.122,12.882
3877,5667,No,Male,0.252,21.283
3878,5667,No,Male,0.292,17.112
3879,5667,No,Female,1.332,14.859
3880,5667,Yes,Female,-0.388,11.141
3881,5667,No,Female,-0.648,0.977
3882,5667,No,Female,0.432,13.138
3883,5667,No,Female,0.182,7.965
3884,5667,No,Male,0.582,24.067
3885,5667,No,Male,0.322,15.409
3886,5667,No,Male,0.502,9.903
3887,5667,No,Female,0.892,12.336
3888,5667,No,Male,-0.158,21.533
3889,5667,No,Female,0.842,11.286
3890,5667,No,Female,0.762,12.331
3891,5667,Yes,Male,-0.298,13.813
3892,5667,Yes,Male,1.512,23.053
3893,5667,No,Male,0.032,5.812
3894,5667,No,Male,0.832,17.271
3895,5667,Yes,Female,-0.468,0.767
3896,5667,No,Male,0.712,4.68
3897,5667,Yes,Male,0.472,14.796
3898,5667,No,Male,1.202,21.514
3899,5667,No,Male,0.662,8.234
3900,5720,No,Female,0.432,19.196
3901,5720,No,Female,-0.838,13.754
3902,5720,No,Female,-0.068,12.43
3903,5720,No,Male,0.502,11.871
3904,5720,No,Male,-1.228,13.289
3905,5720,No,Male,0.302,0.829
3906,5720,No,Female,0.502,18.8
3907,5720,No,Female,-0.298,13.086
3908,5720,No,Female,0.382,21.361
3909,5720,No,Female,-0.238,8.259
3910,5720,No,Male,-0.528,17.248
3911,5720,No,Female,-0.658,9.757
3912,5720,No,Female,0.502,20.765
3913,5720,No,Male,-0.078,15.896
3914,5720,No,Male,0.322,23.912
3915,5720,No,Male,1.182,24.075
3916,5720,No,Female,-0.498,12.851
3917,5720,No,Female,-0.898,14.649
3918,5720,No,Male,-0.948,14.477
3919,5720,No,Female,0.352,14.68
3920,5720,No,Female,-0.818,14.966
3921,5720,No,Male,-0.318,3.265
3922,5720,No,Male,-0.508,12.149
3923,5720,No,Male,-0.718,17.187
3924,5720,No,Male,0.652,22.829
3925,5720,No,Female,-0.678,8.342
3926,5720,No,Female,-0.038,12.428
3927,5720,No,Female,0.772,10.315
3928,5720,No,Male,-0.688,7.136
3929,5720,No,Female,0.592,20.504
3930,5720,No,Female,-0.448,10.669
3931,5720,No,Female,0.092,9.064
3932,5720,No,Male,0.202,15.664
3933,5720,No,Female,0.512,7.728
3934,5720,No,Male,0.632,23.525
3935,5720,No,Male,-0.978,18.493
3936,5720,No,Male,-0.628,-1.472
3937,5720,No,Male,0.442,18.714
3938,5720,No,Female,0.792,9.484
3939,5720,No,Female,0.132,13.265
3940,5720,No,Male,0.132,19.945
3941,5720,No,Male,1.082,12.012
3942,5720,No,Male,-0.438,17.221
3943,5720,No,Female,-0.468,10.385
3944,5720,No,Female,0.012,10.822
3945,5720,No,Male,-0.308,12.55
3946,5720,No,Male,0.262,15.371
3947,5720,No,Male,0.922,22.465
3948,5720,No,Male,0.572,8.652
3949,5720,No,Male,-0.888,21.794
3950,5720,No,Male,1.132,18.241
3951,5720,No,Male,1.122,13.712
3952,5720,No,Male,1.392,18.352
3953,5761,No,Female,-1.118,2.076
3954,5761,No,Female,0.392,5.797
3955,5761,Yes,Female,-0.528,6.037
3956,5761,Yes,Female,1.402,9.889
3957,5761,Yes,Female,0.182,11.618
3958,5761,No,Female,-0.708,5.364
3959,5761,No,Female,-0.018,14.633
3960,5761,No,Female,-1.238,4.153
3961,5761,Yes,Female,-0.938,6.712
3962,5761,Yes,Female,-0.718,17.514
3963,5761,Yes,Female,-0.348,21.233
3964,5761,No,Female,-1.368,9.544
3965,5761,No,Female,-1.758,-1.408
3966,5761,No,Female,-1.278,8.393
3967,5761,Yes,Female,1.252,21.39
3968,5761,No,Female,0.472,17.157
3969,5761,No,Female,-0.118,7.344
3970,5761,No,Female,-0.078,2.407
3971,5761,Yes,Female,-0.858,17.042
3972,5761,No,Female,-0.168,14.662
3973,5761,No,Female,-0.428,15.794
3974,5761,Yes,Female,-0.198,16.481
3975,5761,No,Female,-0.798,20.99
3976,5761,No,Female,0.022,8.794
3977,5761,Yes,Female,0.872,8.331
3978,5761,No,Female,0.682,24.479
3979,5761,No,Female,0.802,13.33
3980,5761,No,Female,-0.278,11.342
3981,5761,Yes,Female,1.182,16.773
3982,5761,No,Female,-0.328,21.633
3983,5761,No,Female,-0.298,17.92
3984,5761,No,Female,-0.258,16.784
3985,5761,No,Female,0.272,13.7
3986,5761,No,Female,-0.598,3.422
3987,5761,No,Female,-0.158,4.462
3988,5761,Yes,Female,-0.668,8.118
3989,5761,Yes,Female,-0.768,17.931
3990,5761,Yes,Female,-0.028,1.288
3991,5761,No,Female,0.842,14.836
3992,5761,No,Female,-0.378,6.861
3993,5761,Yes,Female,-0.278,14.872
3994,5761,Yes,Female,0.192,14.73
3995,5761,Yes,Female,-0.558,5.076
3996,5761,Yes,Female,-1.128,14.491
3997,5761,Yes,Female,-1.038,-0.493
3998,5761,No,Female,-0.508,10.084
3999,5761,Yes,Female,-1.008,17.565
4000,5761,No,Female,-0.798,5.655
4001,5761,No,Female,-0.838,15.644
4002,5761,Yes,Female,-0.708,-1.559
4003,5761,Yes,Female,-0.898,6.659
4004,5761,No,Female,-1.178,11.629
4005,5762,Yes,Male,-1.308,8.529
4006,5762,Yes,Male,-0.828,13.453
4007,5762,Yes,Male,-1.498,10.81
4008,5762,Yes,Female,-1.768,0.585
4009,5762,Yes,Male,-1.028,-2.252
4010,5762,Yes,Male,-0.438,2.633
4011,5762,Yes,Female,-1.118,-2.55
4012,5762,Yes,Female,-1.428,3.284
4013,5762,Yes,Female,-0.858,2.43
4014,5762,Yes,Female,-1.758,12.771
4015,5762,No,Female,-1.448,4.888
4016,5762,Yes,Female,-1.358,7.081
4017,5762,Yes,Male,-1.848,5.813
4018,5762,Yes,Male,-1.648,5.037
4019,5762,Yes,Female,-1.358,-2.224
4020,5762,Yes,Male,-0.588,6.524
4021,5762,Yes,Male,-1.118,-2.721
4022,5762,Yes,Male,-1.948,0.193
4023,5762,Yes,Female,0.052,0.959
4024,5762,Yes,Female,-1.608,6.366
4025,5762,Yes,Female,-0.768,4.423
4026,5762,Yes,Female,-2.078,3.954
4027,5762,Yes,Male,-1.488,2.572
4028,5762,Yes,Female,-0.838,19.424
4029,5762,Yes,Male,-0.988,7.094
4030,5762,Yes,Female,-0.898,2.764
4031,5762,Yes,Male,-0.208,3.73
4032,5762,No,Female,-0.888,-0.754
4033,5762,Yes,Female,-1.578,-2.832
4034,5762,Yes,Female,-0.078,1.045
4035,5762,No,Female,-1.308,9.385
4036,5762,No,Male,-1.368,2.617
4037,5762,Yes,Female,-1.118,1.083
4038,5762,Yes,Female,-1.238,7.722
4039,5762,Yes,Female,-1.538,5.312
4040,5762,Yes,Male,-0.988,0.569
4041,5762,Yes,Male,-1.908,10.303
4042,5783,No,Male,-0.548,4.983
4043,5783,No,Female,0.322,9.725
4044,5783,No,Female,-0.728,21.504
4045,5783,No,Female,0.022,11.637
4046,5783,No,Female,-0.168,4.858
4047,5783,No,Male,0.502,17.53
4048,5783,Yes,Female,-0.498,0.148
4049,5783,No,Female,0.522,17.718
4050,5783,Yes,Female,0.612,1.288
4051,5783,Yes,Male,0.762,3.083
4052,5783,Yes,Female,1.002,18.026
4053,5783,No,Female,-0.538,10.652
4054,5783,No,Female,-0.298,20
4055,5783,Yes,Female,1.152,11.593
4056,5783,No,Female,-0.168,17.416
4057,5783,No,Male,0.852,17.059
4058,5783,No,Female,0.342,9.413
4059,5783,No,Male,1.152,22.794
4060,5783,No,Male,-0.188,15.456
4061,5783,No,Male,0.982,18.326
4062,5783,No,Male,0.272,13.009
4063,5783,No,Female,-0.528,7.417
4064,5783,No,Female,-0.348,14.704
4065,5783,No,Male,0.742,10.927
4066,5783,No,Male,1.122,22.541
4067,5783,No,Male,0.822,21.141
4068,5783,No,Female,-2.328,5.499
4069,5783,Yes,Female,0.492,17.287
4070,5783,Yes,Male,-0.318,15.626
4071,5815,No,Female,-1.828,5.964
